"gameId","playId","yardsToGo","down","quarter","timeToThrow","possessionTeam","passResult","dropbackDistance","wasInitialPassRusher","pff_manZone","meanGetOffTimeAsPassRusher","minGetOffTimeAsPassRusher","maxGetOffTimeAsPassRusher","los","lineToGain","score_dif","t_oline_distances","m_oline_distances","sd_oline_distances","t_dline_distances","m_dline_distances","sd_dline_distances","QB_concavity","RT_concavity","RG_concavity","C_concavity","LG_concavity","LT_concavity","QB_m_angle","RT_m_angle","RG_m_angle","C_m_angle","LG_m_angle","LT_m_angle","QB_sd_angle","RT_sd_angle","RG_sd_angle","C_sd_angle","LG_sd_angle","LT_sd_angle","mArea","mRate","mAccel","sdArea","sdRate","sdAccel","event_fill","maxArea","minArea","penTime","eventTime","pocketPen","def_success"
2022102700,68,10,1,1,2.469,"BAL","C",3.39000010490417,6,"Man",1.05299998521805,0.792999982833862,1.39300000667572,30.9723333333333,40.9723333333333,0,8.65555236593655,2.16388809148414,0.639333872271256,21.4446721461356,4.28893442922713,3.35396111740238,0,0,0,0,20,0,105.315868082303,77.0306293081785,151.935632788878,147.99851367795,159.087499044808,78.6318570978826,25.1624015431318,3.05572448269527,20.1988146962486,8.58099121368211,21.4086442397822,12.2100659289562,19.246346,2.50826086956522,-4.5027272727271,3.78792163604485,6.74631523478078,17.6548265171497,"pass_forward",24.27,14.48,NA,"2.4","no","unsuccessful"
2022102700,97,10,1,1,1.902,"BAL","C",0.200000002980232,4,"Zone",1.18399998545647,0.984000027179718,1.38399994373322,53.0115,63.0115,0,7.39619571902746,1.84904892975687,0.425389040106663,17.039879469703,5.67995982323434,2.05865644192024,0,0,40,0,55,0,78.1601387604493,80.3567975760553,174.62196506262,139.32179829823,181.185354140311,66.3539461623346,3.51434194037109,7.33903797901956,8.54739056607551,5.88273115779072,21.4161456547959,15.3072800955119,18.7388525,4.4915277777778,1.73088235294104,2.81869340038752,1.53382955445643,8.77165182478604,"pass_forward",23.42,15.25,NA,"1.9","no","unsuccessful"
2022102700,121,NA,NA,NA,NA,NA,NA,NA,5,NA,1.3589999973774,1.30900001525879,1.50899994373322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pass_forward",-Inf,Inf,NA,"3.2","no","unsuccessful"
2022102700,150,9,3,1,2.836,"BAL","I",5.19999980926514,5,"Zone",1.14400000870228,0.994000017642975,1.2940000295639,54.066,63.066,0,6.78677497273292,1.69669374318323,0.374506039660186,16.5508353579818,4.13770883949544,2.39386040103456,0,0,27.5862068965517,72.4137931034483,20.6896551724138,0,66.5242213682165,78.9167102511373,165.100735104406,201.19399261031,132.109673059029,76.1546676069004,8.61545358530065,8.98012949037443,17.7932201992888,45.8875947294481,46.7631043297383,16.1992943911145,16.6779948275862,-0.332888888888891,-2.99942307692296,2.01658794481389,5.19333612640226,19.524178206876,"pass_forward",19.29,13.28,NA,"2.8","no","successful"
2022102700,201,NA,NA,NA,NA,NA,NA,NA,0,NA,1.42333336671193,1.19000005722046,1.5900000333786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"run",-Inf,Inf,NA,"1.6","no","unsuccessful"
2022102700,201,NA,NA,NA,NA,NA,NA,NA,0,NA,1.42333336671193,1.19000005722046,1.5900000333786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"qb_sack",-Inf,Inf,NA,"1.6","no","unsuccessful"
2022102700,222,10,2,1,2.002,"BAL","C",1.86000001430511,3,"Other",0.947000026702881,0.847000002861023,1.04700005054474,99.665,109.665,0,7.45057996043763,1.86264499010941,0.231088898237818,12.2612383382513,6.13061916912566,2.44350572535804,0,0,42.8571428571428,0,38.0952380952381,0,94.0421770256413,63.4943971951289,183.804162867994,140.245045167428,176.849024655791,61.5651930880171,17.6929701896272,2.78719703956252,11.3432364173545,13.5140109454294,20.1899032062282,5.92126923357923,15.5994928571429,2.22255263157893,-2.58777777777783,1.97397499707353,2.752471888517,11.7795193927509,"pass_forward",18.12,13.21,NA,"2","no","unsuccessful"
2022102700,246,4,3,1,2.035,"BAL","I",2.51999998092651,6,"Man",0.983000016212462,0.902999997138977,1.10300004482269,105.5985,109.5985,0,6.24596962817113,1.56149240704278,0.450404628193203,29.6254511367397,5.92509022734794,2.94551691114231,31.8181818181818,45.4545454545454,90.9090909090909,9.09090909090909,9.09090909090909,0,153.176724851425,161.83130213118,184.441344897907,71.2334405271275,83.7799920535474,69.262180760673,49.0695733424707,48.6423397244798,37.3819693665652,49.863758343719,39.8506398545037,17.7903986546901,13.2068113636364,-2.34014999999999,-5.43236842105263,1.36508319264464,3.81300493843454,11.1164112125108,"pass_forward",14.22,9.19,NA,"2.1","no","successful"
2022102700,302,10,1,1,2.969,"TB","I",6.80000019073486,4,"Zone",1.10600000619888,0.906000018119812,1.50600004196167,85.14425,75.14425,-3,13.0140612503737,3.25351531259343,2.76602855398512,15.426428611906,5.14214287063535,2.51600329882918,16.1290322580645,80.6451612903226,6.4516129032258,0,0,12.9032258064516,149.626984969042,185.356770477418,50.3550847714668,118.562801317241,58.1027698096607,156.131505982583,26.9078132600488,29.312185931772,44.1693491474389,40.8399063998005,33.7680869230968,41.8806461603908,12.3961032258065,4.15818965517241,-3.07767857142872,6.74025412184061,8.40918212476039,17.8232586018703,"pass_forward",20.66,3.03,NA,"3","no","successful"
2022102700,324,NA,NA,NA,NA,NA,NA,NA,0,NA,1.37100005149841,1.37100005149841,1.37100005149841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
