"gameId","playId","yardsToGo","down","quarter","timeToThrow","possessionTeam","passResult","dropbackDistance","wasInitialPassRusher","pff_manZone","meanGetOffTimeAsPassRusher","minGetOffTimeAsPassRusher","maxGetOffTimeAsPassRusher","los","lineToGain","score_dif","t_oline_distances","m_oline_distances","sd_oline_distances","t_dline_distances","m_dline_distances","sd_dline_distances","LG_concavity","LT_concavity","QB_concavity","RT_concavity","RG_concavity","C_concavity","LG_m_angle","LT_m_angle","QB_m_angle","RT_m_angle","RG_m_angle","C_m_angle","LG_sd_angle","LT_sd_angle","QB_sd_angle","RT_sd_angle","RG_sd_angle","C_sd_angle","mArea","mRate","mAccel","sdArea","sdRate","sdAccel","event_fill","maxArea","minArea","penTime","eventTime","pocketPen","def_success"
2022092200,56,NA,NA,NA,NA,NA,NA,NA,0,NA,1.43099999427795,1.38100004196167,1.48099994659424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022092200,84,NA,NA,NA,NA,NA,NA,NA,0,NA,1.37699997425079,1.37699997425079,1.37699997425079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022092200,105,10,1,1,4.371,"CLE","I",2.70000004768372,4,"Zone",1.25700001418591,0.806999981403351,1.807000041008,71.29475,61.29475,0,14.2486542201875,3.56216355504688,2.93625991693638,10.9673758450152,3.6557919483384,1.94436174644443,7.4074074074074,0,0,0,0,0,133.783927966892,81.6057620797433,116.560154575192,79.0747940896386,145.82741937846,163.147941910074,28.0516816241482,17.9933210067765,11.6870239176235,13.7541202112109,16.6115086661198,10.4815980564126,20.7989185185185,2.37219999999998,-7.89895833333334,4.36470547447072,8.44091387109045,14.1802052002051,"pass_forward",25.71,12.61,"2.7","4.4","yes","successful"
2022092200,127,NA,NA,NA,NA,NA,NA,NA,5,NA,1.49899995326996,1.49899995326996,1.49899995326996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pass_forward",-Inf,Inf,NA,"1.1","no","unsuccessful"
2022092200,190,NA,NA,NA,NA,NA,NA,NA,4,NA,1.10599999129772,0.981000006198883,1.18099999427795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pass_forward",-Inf,Inf,NA,"4.8","no","unsuccessful"
2022092200,214,NA,NA,NA,NA,NA,NA,NA,0,NA,0.708000004291534,0.708000004291534,0.708000004291534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022092200,240,NA,NA,NA,NA,NA,NA,NA,0,NA,0.929999987284341,0.629999995231628,1.42999994754791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022092200,302,NA,NA,NA,NA,NA,NA,NA,0,NA,0.815999984741211,0.765999972820282,0.86599999666214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022092200,323,NA,NA,NA,NA,NA,NA,NA,4,NA,0.999000012874601,0.799000024795532,1.19900000095367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pass_forward",-Inf,Inf,NA,"1.4","no","unsuccessful"
2022092200,382,2,3,1,NA,"CLE","S",4.01999998092651,5,"Zone",0.906999990344047,0.681999981403351,1.28199994564056,79.055,77.055,0,13.7619068028694,3.44047670071735,2.88805619625231,21.3801034461565,5.34502586153912,2.91241155016032,100,0,0,0,9.09090909090909,18.1818181818182,196.877670113942,36.7607513522547,110.722970229383,52.0167372240698,159.796575993027,163.825295087323,1.30615654991379,9.09001302775079,9.11035908907512,4.33248209981825,12.7031735566139,15.8895303500069,12.8748090909091,-0.360833333333366,3.23874999999956,0.23816369456551,1.32454437921117,14.0015942332068,"qb_sack",13.18,12.52,"1.1","1.2","yes","successful"
