"gameId","playId","yardsToGo","down","quarter","timeToThrow","possessionTeam","passResult","dropbackDistance","wasInitialPassRusher","pff_manZone","meanGetOffTimeAsPassRusher","minGetOffTimeAsPassRusher","maxGetOffTimeAsPassRusher","los","lineToGain","score_dif","t_oline_distances","m_oline_distances","sd_oline_distances","t_dline_distances","m_dline_distances","sd_dline_distances","LG_concavity","LT_concavity","QB_concavity","RT_concavity","RG_concavity","C_concavity","LG_m_angle","LT_m_angle","QB_m_angle","RT_m_angle","RG_m_angle","C_m_angle","LG_sd_angle","LT_sd_angle","QB_sd_angle","RT_sd_angle","RG_sd_angle","C_sd_angle","mArea","mRate","mAccel","sdArea","sdRate","sdAccel","event_fill","maxArea","minArea","penTime","eventTime","pocketPen","def_success"
2022102000,56,10,1,1,2.703,"NO","C",2.5,5,"Zone",0.999999976158143,0.759999990463257,1.25999999046326,85.01,75.01,0,11.1889246319903,2.79723115799758,2.28250011376764,14.7199212511396,3.6799803127849,2.41019751063409,92.8571428571428,0,0,0,32.1428571428571,28.5714285714286,205.707626794297,37.7271741096309,80.8994626430037,58.3756368017002,181.874886852264,155.415212799105,16.2478234228861,10.6314232153298,9.47462357041846,12.5994834467166,19.1420840755302,23.3018583083862,14.7031517857143,-0.0331346153846236,1.10180000000008,1.79400097869839,5.94917610355872,57.7558299524822,"pass_forward",17.7,11.84,NA,"2.7","no","unsuccessful"
2022102000,80,NA,NA,NA,NA,NA,NA,NA,0,NA,1.2940000295639,1.2940000295639,1.2940000295639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022102000,101,NA,NA,NA,NA,NA,NA,NA,0,NA,0.751999974250793,0.751999974250793,0.751999974250793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022102000,145,11,2,1,3.069,"NO","C",7.73999977111816,4,"Zone",1.04199998080731,0.717000007629395,1.51699995994568,63.0775,52.0775,0,12.1619312251587,3.04048280628967,2.48557175852416,17.455530384273,5.81851012809099,3.28625068637692,6.25,0,0,0,12.5,0,147.935693662128,70.3393127477248,129.740920853133,56.658148879504,165.508422944199,149.81750091331,14.271726872414,39.6213045486413,30.5501489146409,29.7608614300395,13.9923426894182,18.4420965905927,13.5123875,5.56758333333334,-4.44896551724117,8.24867881187355,8.19307124436433,18.3808220795531,"pass_forward",23.87,2.95,NA,"3.1","no","unsuccessful"
2022102000,201,NA,NA,NA,NA,NA,NA,NA,0,NA,1.02899998426437,0.978999972343445,1.0789999961853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022102000,246,NA,NA,NA,NA,NA,NA,NA,4,NA,0.902999982237816,0.777999997138977,1.07799994945526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pass_forward",-Inf,Inf,NA,"2.9","no","unsuccessful"
2022102000,281,10,2,1,1.802,"ARI","C",1.94000005722046,4,"Zone",0.942000016570091,0.791999995708466,1.19200003147125,72.95575,82.95575,-7,7.65088933920527,1.91272233480132,0.499721909212403,20.0938986358587,6.6979662119529,3.30197861523876,21.0526315789474,0,0,0,15.7894736842105,36.8421052631579,159.064990401176,68.5079861748581,104.269370327262,60.5525970100816,162.510139432398,165.094916654224,21.0835310321057,3.44986855382985,13.3783473202633,1.98113410548969,11.5599913904734,25.1393678856039,15.0473947368421,1.55238235294119,-1.55937500000005,1.33514192762987,2.49191896769216,10.6026623818407,"pass_forward",16.47,13.16,NA,"1.8","no","unsuccessful"
2022102000,305,5,3,1,2.402,"ARI","I",4.01000022888184,5,"Man",0.716000008583069,0.656000018119812,0.856000006198883,77.966,82.966,-7,7.79209312258195,1.94802328064549,0.657327072458419,22.144297329945,5.53607433248625,2.60039878682393,56,0,0,0,8,0,195.876101314232,68.7643569226221,104.721690936438,81.176524569568,142.7238918262,126.737434430939,37.9577374251877,6.82793888040062,9.5574434861802,23.4084681584099,33.1823263040306,32.4632418012026,14.36629,-1.3178913043478,-3.5715909090908,1.77326001782968,4.77809615460469,9.83205391834563,"pass_forward",16.57,10.27,NA,"2.4","no","successful"
2022102000,361,NA,NA,NA,NA,NA,NA,NA,0,NA,1.38433333237966,1.15100002288818,1.55099999904633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,NA,NA,"no","unsuccessful"
2022102000,387,NA,NA,NA,NA,NA,NA,NA,6,NA,1.29599997997284,0.935999989509583,1.73599994182587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pass_forward",-Inf,Inf,NA,"3.5","no","unsuccessful"
